NoEch.orig,DataSource,Age (Ga),Age,Most_likely,SiO2,TiO2,Al2O3,FeOt,MgO,MnO,CaO,Na2O,K2O,P2O5,LOI,A/NK,A/CNK,K2O/Na2O,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,Hf,Ta,Pb,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,La/Lu N,La,Lu,,Proba,Class.auto.2,Proba.2
,"Garde, 1997",3.06,3060,Sodic HP,72.34,0.18,15.79,0.8559544,0.35,0.02,1.96,5.35,2.236,0.075,0.19,1.4071069,1.0679507,0.41794393,,1.2,9,,74,,2,32,16,50,783,3,107,1.6,,,1180,4,,20,8.5,1.2,23,35,,11,1.7,0.5,,,,,,,,,,,,,0,class1,1
,"Garde, 1997",3.06,3060,Sodic HP,72.18,0.18,15.71,0.8119658,0.36,0.02,1.86,4.86,2.718,0.069,0.18,1.4363759,1.0971325,0.55925926,,,7,,54,,3,31,16,58,796,3,82,1.4,,,1570,,,21,10,,,,,,,,,,,,,,,,,,,,0,class2,1
,"Garde, 1997",2.98,2980,Sodic HP,71.81,0.32,13.68,2.1367473,0.55,0.02,1.77,3.45,4.05,0.08,0.71,1.3599113,1.0302961,1.17391304,,,,,,,,,,51,386,2.1,175,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,class2,0.942
,"Garde, 1997",2.96,2960,Sodic HP,73.49,0.14,14.54,0.8549905,0.25,0.02,1.98,3.48,4.009,0.045,0.09,1.4446887,1.0640683,1.15201149,,,5,4,15,5,11,16,15,105,414,3,73,2.1,,,1870,,,25,13,,,,,,,,,,,,,,,,,,,,1,class2,1
,"Garde, 1997",2.96,2960,Sodic HP,74.99,0.13,13.23,0.909924,0.2,0.02,0.86,2.64,6.098,0.032,0.06,1.2089039,1.0577678,2.30984848,,,4,15,14,4,2,18,15,167,268,9,89,3,,,109,,,21,11,,,,,,,,,,,,,,,,,,,,1,class2,1
,"Garde, 1997",2.96,2960,Sodic HP,72.74,0.19,14.5,1.149962,0.47,0.01,1.68,3.48,4.35,0.05,0.56,1.3897454,1.0750151,1.25,,,,,,,,,,81,223,1.9,159,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,class2,1
,"Garde, 1997",2.96,2960,Sodic HP,73.02,0.11,14.89,0.9159734,0.27,0.01,1.49,4.34,4.23,0.02,0.23,1.2706454,1.0320491,0.97465438,,,,,,,,,,107,297,1.4,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,class2,1
,"Garde, 1997",2.96,2960,Sodic HP,71.19,0.19,16.2,1.0379392,0.47,0.02,2.07,4.74,2.765,0.105,0.14,1.5012912,1.1130627,0.58333333,,2,13,17,106,4,8,36,16,44,1160,2,71,0.8,,,1860,4,,28,1.5,,22,36,,17,1.8,0.6,,,,,,,,,,,,,0,class1,1
02JAA-0007a,"Benn and Moyen, 2008",2.72,2720,Sodic HP,68.23,0.37,15.82,3.2483141,1.08,0.04,4.05,5.82,0.53,0.08,0.58,1.5589046,0.9033826,0.09106529,,5,43,40,12,15,,57,20,9,697,5.38,121,2.09,,0.58,250,3.02,,12,0.27,0.13,5.3,11.65,1.6,7.23,1.65,0.81,1.4,0.19,0.95,0.2,0.51,0.07,0.46,0.073,,,,,1,class4,0.998
,Compiled by Martin and Moyen (2002),2.695,2695,Sodic HP,66.2,0.33,17,2.930153,1.2,0.05,3.4,5.7,1.9,0.14,,1.4868342,0.9650509,0.33333333,,,,20,,15,10,50,,,837,10,119,,,,2350,,,,,,,,,,,,,,,,,,,,,,,,0,class0,0.996
,Compiled by Martin and Moyen (2002),2.65,2650,Sodic HP,68.2,0.1,18.31,1.0531053,0.32,0.02,3.03,7.05,2.24,0.04,,1.3057494,0.9374447,0.3177305,,2,,,,8,,,,55,704,3,58,5,,,1010,,,,,,,15,,5,,,,,,,,,,,,,,,1,class2,1
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic HP,66.97,0.4,16.21,3.0170837,1.28,0.04,3.6,4.15,1.46,0.24,,1.9280369,1.0840545,0.35180723,,,36,18,89,10,5,82,,,1132,6,42,,,,1242,,,,,,,,,,,,,,,,,,,,,,,,1,class0,0.997
,Compiled by Martin and Moyen (2002),2.936,2936,Sodic HP,68.69,0.19,16.95,2.1170567,0.51,0.03,2.99,5.56,1.52,0.08,,1.570601,1.0444564,0.27338129,,,,143,3,,,,,33,760,2.84,118,4.3,,,740,,0.8,,6.7,0.8,24.5,35.2,3.65,13.1,2.17,0.66,1.15,0.19,0.8,0.16,0.33,0.05,0.31,0.05,,,,,1,class9,0.613
BBT828-NLG15,"Yearron, 2003",3.213,3213,Sodic HP,63.13,0.62,17.33,4.04,2.63,0.04,5.18,5.56,1.31,0.17,,1.6403632,0.8672313,0.23561151,,,88.63,184.09,,483.78,27.77,50.24,,39.4,823.13,7.22,177.64,1.69,,,253.09,,,,,,6.36,13.34,,7.36,1.48,0.51,1.48,0.24,,,,,0.33,0.05,,,,,1,class4,1
BBT885-STZ25,"Yearron, 2003",3.445,3445,Sodic HP,64.31,0.43,19.41,2.6,1.53,0.04,4.77,5.77,0.97,0.16,,1.8411765,1.010143,0.16811092,,,56.97,23.45,,16.4,13.34,49.14,,34.58,924.69,4.95,127.85,1.11,,,146.41,,,,,,,21.5,,,,,,,,,,,,,,,,,0.937,class5,0.999
,Unpublished,,NA,Sodic HP,66.94,0.35,15.46,2.6081098,1.51,0.03,3.48,5.7,1.46,0.08,,1.4109169,0.8944257,0.25614035,,5,48,45,8,26,,62,,36,910,5,109,2.4,,0.78,741,,0.12,,2.76,0.68,25.4,53.9,6.92,26.18,4.26,1.21,2.84,0.34,1.35,0.22,0.6,0.07,0.5,0.07,,,,,0.999,class3,0.507
,Unpublished,,NA,Sodic HP,63.85,0.56,16.31,3.8771287,2.1,0.05,4.53,5.26,1.02,0.11,,1.6715697,0.9064207,0.19391635,,60.5,73,51,10,33,5,71,,35,860,6.97,118,3.1,,1.33,488,,0.2,,1.85,0.71,19.4,41.5,5.16,20.16,3.74,1.17,2.92,0.36,1.48,0.24,0.64,0.07,0.54,0.08,,,,,1,class4,1
,Unpublished,,NA,Sodic HP,67.26,0.38,15.98,2.3160936,1.02,0.02,3,5.95,1.76,0.07,,1.3665804,0.931882,0.29579832,,3.03,42,17,,10,,86,,47,1065,3.37,106,2.24,,2.76,727,,0.17,,2.15,0.67,17.2,35.7,4.65,18,3.21,0.84,2.01,0.22,0.79,0.11,0.3,0.03,0.25,0.03,,,,,1,class9,0.999
,Unpublished,,NA,Sodic HP,68.68,0.35,15.82,2.5971017,1.1,0.04,3.22,5.9,0.43,0.05,,1.5553239,0.9871338,0.07288136,,4.89,43,25,6,16,,62,,22,778,7.03,104,3.46,,0.4,400,,0.19,,2.46,0.31,20.2,42.2,5.43,20.03,3.54,1.07,2.65,0.35,1.47,0.25,0.64,0.08,0.6,0.09,,,,,0.999,class9,0.998
,Unpublished,,NA,Sodic HP,62.418,0.458,18.02,2.8820914,1.9308,0.059,6.646,3.258,1.54,0.102,1.56,2.5645092,0.942932,0.47268263,,10.9695011,138.471732,42.922234,229.5225,41.797015,51.688652,90.06151,40.05316,166.62179,910.6548,9.009581,81.63834,5.0415924,,,170.07846,2.298152,0.6286301,17.80546,1.9960418,1.9996259,15.94424,26.14957,3.57924,13.653117,3.268067,1.1902067,2.8042544,0.4162509,2.1308102,0.4848979,1.1282684,0.1937021,1.1252296,0.2636127,,,,,0.999,class4,1
,"Garde, 1997",3.11,3110,Sodic HP,67.41,0.41,16.36,2.929677,1.15,0.04,2.99,2.61,1.4,0.22,0.7,2.8162606,1.4547897,0.53639847,,,43,3,35,7,8,66,19,22,756,6,143,3.2,,,1060,,,16,6,,,,,,,,,,,,,,,,,,,,1,class0,0.697
,"Garde, 1997",3.11,3110,Sodic HP,66.84,0.32,16.57,2.1088271,1.62,0.04,3.42,5.77,2.01,0.22,0.47,1.4201338,0.9264104,0.34835355,,,36,31,68,27,15,48,19,36,1220,6,105,2.9,,,1540,,,25,7,,,,,,,,,,,,,,,,,,,,0.999,class0,0.822
,"Garde, 1997",3.11,3110,Sodic HP,67.8,0.33,16.58,2.5058024,1.53,0.05,3.23,5.06,1.36,0.19,0.57,1.6924744,1.0581287,0.2687747,,,44,27,55,17,15,55,20,7.2,988,3,67,2.2,,,1330,,,15,1,,,,,,,,,,,,,,,,,,,,0.999,class0,0.997
,"Garde, 1997",3.04,3040,Sodic HP,64.68,0.49,16.7,3.6856314,2.15,0.06,4.36,4.83,0.88,0.29,0.54,1.8767498,0.9925222,0.18219462,,,73,21,40,24,7,75,20,3.7,1040,12,119,2.9,,,910,,,12,4,,,,,,,,,,,,,,,,,,,,0.935,class5,1
92-0018a2,"Benn and Moyen, 2008",2.71,2710,Sodic LP,66.1,0.66,14.8,1.349715,2.29,0.1,4.69,3.9,1.11,0.2,,1.9429237,0.9167006,0.28461538,,17,74,46,20,38,,73,,75,300,27,240,11,,2.1,340,5.1,1.1,,4.9,0.65,22,48,5.5,22,4.8,1.1,5,0.83,4.6,0.88,2,0.35,2.2,0.3,,,,,1,class7,0.996
03KB79,"Benn and Moyen, 2008",2.71,2710,Sodic LP,71.08,0.34,14.98,2.4024927,0.96,0.08,3.12,4.6,1.14,0.1,1.62,1.7019969,1.0349388,0.24782609,,5.05,11,37,7,8,89.13,96.22,22.52,66.43,266.26,16,126.45,4.7,,,284.69,2.55,0.48,10.57,1.42,0.54,15.56,24.09,2.47,8.1,1.47,0.33,0.72,,0.78,,,,0.36,0.05,,,,,1,class1,0.998
03KB85,"Benn and Moyen, 2008",2.71,2710,Sodic LP,73.79,0.28,13.82,1.7546295,0.58,0.05,3.21,3.92,0.89,0.06,1.58,1.8645062,1.0431252,0.22704082,,10.25,13,27,5,8,6.17,36.31,19.42,19.16,216.73,14,78.72,1.28,,,202.82,2.26,0.05,8.96,0.88,0.2,24,18.11,,18,,,,,,,,,,0.08,,,,,0.989,class1,0.999
05KB11,"Benn and Moyen, 2008",2.72,2720,Sodic LP,69.4801,0.50196,13.84244,4.0887006,2.31992,0.1269,3.83802,4.4509,0.81028,0.12126,0.2839286,1.6882591,0.9120297,0.18204857,,,45,171,17,50,10,38,17,27,242,16,249,2,,,238,,,13,,3,26,31,,14,,,,,,,,,,,,,,,0.97,class5,0.998
06KB05,"Benn and Moyen, 2008",2.74,2740,Sodic LP,65.37193,0.43903299,14.73071,6.1569173,2.5660142,0.07347348,5.2534423,3.174053,2.000467,0.0795129,,1.994136,0.8696355,0.63025633,24,11.4,76.9,67.6,20,51,46,99,,85.46,263.6,22.97,56.7,9.5,,2.62,347,1.8,0.61,,2.45,0.564,17.69,38.21,4.772,19.86,4.54,1.201,4.802,0.75,4.596,0.914,2.573,0.361,2.35,0.345,,,,,0.999,class7,0.999
06KB06,"Benn and Moyen, 2008",2.74,2740,Sodic LP,65.77273,0.4850714,13.79621,6.4771398,3.4749354,0.11066217,6.2882918,2.4957,0.8771167,0.05453622,,2.7291683,0.8367108,0.35145118,20,14.8,107.5,77.36,26,70,14,101,,35.33,379.6,21.49,107.1,6.4,,0.698,247,3.3,0.48,,3.19,0.74,16.75,35.12,4.228,16.96,3.91,0.998,4.143,0.66,4.067,0.838,2.411,0.352,2.32,0.35,,,,,0.999,class4,0.999
06KB07,"Benn and Moyen, 2008",2.74,2740,Sodic LP,76.37109,0.19199353,12.7357,2.0755923,0.5904089,0.02078951,2.7410359,4.031027,1.0768502,0.04743277,,1.6333986,0.9964655,0.26714041,11,3.5,22,13.27,5,7,80,28,,38.62,184.2,9.29,148.2,5.2,,0.859,271,4,0.49,,2.94,0.694,13.68,25.47,2.843,10.81,2.27,0.624,2.216,0.319,1.853,0.351,0.973,0.135,0.9,0.133,,,,,0.999,class9,1
06KB10,"Benn and Moyen, 2008",2.74,2740,Sodic LP,79.18851,0.12076743,11.4351,1.5675334,0.3707682,0.01704481,1.8522631,4.15559,1.1572014,0.01443606,,1.4136691,0.9981076,0.27846862,11,1.7,7.5,11.33,4,,,23,,17.78,169.4,5.81,129.5,6.2,,0.287,495,3.7,0.33,,9.11,0.607,41.34,72.62,7.02,22.72,3.05,0.76,2.154,0.25,1.232,0.225,0.606,0.088,0.62,0.111,,,,,0.998,class13,0.999
06KB13,"Benn and Moyen, 2008",2.74,2740,Sodic LP,78.49704,0.13961649,12.23359,1.1146676,0.4256783,0.01730307,1.2352152,5.379107,0.7461696,0.0167275,,1.2668329,1.0277972,0.13871626,9,1.8,13.8,12.58,8,10,29,780,,20.63,146.2,5.62,106.9,5.1,,0.297,158,3.1,0.31,,4.73,0.593,28.87,50.62,4.891,15.6,2.17,0.833,1.598,0.208,1.103,0.213,0.591,0.084,0.59,0.101,,,,,1,class13,0.989
7132A,"Bédard, 2006",2.75,2750,Sodic LP,65.5849,0.81014986,15.60883,4.8840705,2.3418269,0.07818468,3.8296442,4.749494,1.8611768,0.25171653,1,1.5882013,0.9295871,0.39186844,,10.62,85.5,50.6,,,22,79.1,,25.869748,326.57961,13.7022493,230.12445,8.9114086,,0.06529689,874.184,5.555331,0.26673547,,1.0971427,0.3689436,24.121988,49.24254,6.060517,22.548151,3.9535764,1.1352352,4.3956277,0.55479853,2.8501266,0.51498687,1.38790888,0.1589827,1.00721424,0.1440794,,,,,1,class7,0.989
1148a,"Bédard, 2006",2.75,2750,Sodic LP,69.44739,0.49969485,15.7047,3.3956693,1.4073039,0.07138498,4.2830987,4.007757,1.050379,0.13263125,0.67,2.0316243,1.0120473,0.2620865,,11,,,,,,,,54.45839,167,12.446,209,6,,,186.253,3.2,1,,0.3,,22,39,,16,2.8,0.9,,,,,,,0.9319,0.2,,,,,0.999,class4,0.999
6272a,"Bédard, 2006",2.75,2750,Sodic LP,62.34545,0.11187601,17.28993,4.2607877,3.8241254,0.07119382,6.5294908,4.485211,1.0679074,0.01403017,1.32,2.0258746,0.8472703,0.23809524,,15.18065,,56.67443,,,,,,14.162323,440.23884,5.6528098,73.87916,,,,,1.214452,,,2.3276996,,26.313126,,,14.168606,2.6313126,0.607226,,0.30361299,,,,,0.7483891,,,,,,1,class5,0.999
1074A2,"Bédard, 2006",2.75,2750,Sodic LP,72.07619,0.4261685,13.76408,3.4695406,1.3134706,0.05249828,3.2888452,4.190944,1.3182339,0.10003051,0.8268872,1.6540546,0.9624372,0.31454343,,6.66,45.9,30.2,,,19.2,46.3,,24.639951,191.15481,16.5733954,186.73328,8.0921217,,0.22909345,323.4941,4.58729,0.61722968,,8.5104017,1.2318247,31.825465,67.47882,6.269115,22.051442,3.483251,0.8289549,2.6338452,0.47337628,3.272829,0.51637892,1.69009762,0.216987047,1.49196191,0.22727065,,,,,0.999,class7,0.997
5064C,"Bédard, 2006",2.75,2750,Sodic LP,68.17911,0.45696826,14.93516,4.3165614,1.5649639,0.08763638,4.1320004,4.541803,1.6553983,0.13040533,0.72,1.6122455,0.890244,0.36448043,,10.4,61.3,23.4,,,3.5,61.9,,27.207528,192.95584,25.1943978,153.82179,9.1224215,,0.34917581,369.0806,3.82279,0.53093694,,1.6894113,0.5780496,10.055561,22.6611,3.166166,13.998993,3.5061727,0.8007675,4.1441793,0.69315989,4.7258761,0.90487071,2.61443667,0.349138572,2.16974023,0.32549911,,,,,0.981,class7,0.998
7116a,"Bédard, 2006",2.75,2750,Sodic LP,68.65578,0.55334512,16.088,3.7185022,1.1784201,0.14345985,4.4062667,3.996381,1.1374316,0.12241326,1.08,2.0610751,1.0171196,0.28461541,,16,,,,,,,,16.10489,226,20.086,212,6,,,242.873,5.3,,,0.2,,6,11,,9,4,0.9,,,,,,,1.5007,0.2,,,,,0.996,class4,1
2197a,"Bédard, 2006",2.75,2750,Sodic LP,60.94769,0.71055605,15.81237,6.7657746,4.103211,0.10007832,6.3049339,3.222522,1.8814724,0.15138319,0.6,2.1548769,0.8410062,0.58385091,,19.862946,,99.31473,,,,,,111.209897,451.88201,9.3167033,123.15026,2.9794419,,,,3.277386,1.58903565,,9.2362697,,26.814977,,,28.801271,4.6677922,0.9931473,,,,0.6952031,,0.397258913,1.36650435,0.19862946,,,,,1,class4,1
3126a,"Bédard, 2006",2.75,2750,Sodic LP,73.98745,0.29392275,14.49343,2.2280426,0.4864928,0.04054107,3.0203097,3.750049,1.6216428,0.07811555,0.32,1.8289331,1.0802991,0.43243243,,2.4,,,,,,,,59.43014,163,5.57,163,7,,,288.169,4.9,0.9,,9.6,1.1,30,54,,18,3.2,0.8,,,,,,,0.5527,,,,,,1,class3,0.807
H 41   ,Martin 1987,2.9,2900,Sodic LP,68.91,0.48,15.02,3.4923492,1.22,0.05,3.51,3.75,1.86,0.13,,1.8356349,1.0312802,0.496,,,,,,,,,,67,280,9,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,class0,0.796
H 69   ,Martin 1987,2.9,2900,Sodic LP,70.7,0.29,14.55,2.0612061,1.7,0.03,0.65,6.02,1.67,0.1,,1.242405,1.1285191,0.27740864,,,,,,,,,,59,154,6,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,class2,0.995
H 392  ,Martin 1987,2.7,2700,Sodic LP,72.09,0.32,14.7,2.3312331,1.49,0.04,2.08,4.34,1.76,0.09,,1.6252402,1.1460449,0.40552995,,,,,6,10,,,,84,229,8,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,class0,0.999
H 395  ,Martin 1987,2.7,2700,Sodic LP,68.8,0.41,15.22,2.6732673,1.49,0.05,3.26,4.5,1.49,0.11,,1.6881527,1.0185247,0.33111111,,,,,8,17,,,,89,271,7,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995,class0,0.913
H 396  ,Martin 1987,2.7,2700,Sodic LP,71.05,0.3,14.86,2.2592259,0.88,0.03,3,4.05,2.14,0.08,,1.6549602,1.0295322,0.52839506,,,,,7,13,,,,59,243,6,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,class0,0.999
H 534  ,Martin 1987,2.7,2700,Sodic LP,70.6,0.34,15.42,2.4662466,1.01,0.04,2.9,4.46,1.91,0.06,,1.639624,1.0505916,0.42825112,,,,,9,7,,,,63,242,10,136,,,,409,,,,,,,,,,,,,,,,,,,,,,,,0.999,class0,0.984
H 535  ,Martin 1987,2.7,2700,Sodic LP,68.84,0.36,15.07,2.5922592,1.09,0.03,2.73,4.53,2.16,0.05,,1.5392688,1.02141,0.47682119,,,,,6,7,,,,63,221,4,122,,,,393,,,,,,,,,,,,,,,,,,,,,,,,0.975,class0,0.999
H 536  ,Martin 1987,2.7,2700,Sodic LP,70.75,0.36,15.43,2.3042304,0.96,0.04,2.88,4.53,2.1,0.06,,1.5865645,1.031286,0.46357616,,,,,5,11,,,,77,225,8,121,,,,397,,,,,,,,,,,,,,,,,,,,,,,,0.999,class0,0.989
H 538S ,Martin 1987,2.7,2700,Sodic LP,67,0.47,15.23,3.6543654,1.47,0.07,3.55,4.43,1.81,0.08,,1.6470211,0.9699591,0.40857788,,,,,21,11,,,,58,236,29,190,,,,201,,,,,,,,,,,,,,,,,,,,,,,,0.994,class0,0.724
,Compiled by Martin and Moyen (2002),3,3000,Sodic LP,68.21,0.58,15.35,3.3663366,0.91,0.04,3.72,4.63,1.78,0.11,,1.6084173,0.9412941,0.38444924,,,,,,,,,,59,288,,,,,,,,,,,,12.07,20.64,,8.26,1.554,0.583,1.284,,1.08,,0.573,,0.571,0.095,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),3,3000,Sodic LP,68.15,0.46,15.61,3.1851485,0.95,0.04,4.04,4.57,1.84,0.12,,1.6414673,0.9261122,0.40262582,,,,,,,,,,59,266,,,,,,,,,,,,8.98,16.74,,6.234,1.396,0.584,1.26,,1.02,,0.485,,0.418,0.071,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),3,3000,Sodic LP,68.5,0.46,15.5,3.1151485,0.83,0.04,3.7,4.74,1.77,0.11,,1.5956878,0.9427588,0.37341772,,,,,,,,,,58,315,,,,,,,,,,,,9.43,18.79,,7.044,1.409,0.579,1.269,,1.089,,0.606,,0.611,0.099,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),3,3000,Sodic LP,68.33,0.44,15.46,3.1051665,0.86,0.05,3.44,5.01,2.02,0.12,,1.4824807,0.9266831,0.40319361,,,,,,,,,,60,261,,,,,,,,,,,,10.53,,,7.52,1.489,0.554,1.288,,1.235,,0.753,,0.825,0.127,,,,,#N/A,unclass,#N/A
SV 9   ,Barbosa et al. 2004,3.4,3400,Sodic LP,70.74,0.36,15.69,2.6732673,0.77,0.05,2.81,5.41,1.28,0.09,,1.5254491,1.0191816,0.23659889,,,29,9,7,7,,,,79,432,9,168,11,,,174,,,,,,80.31,113.35,,34.3,4.45,1.33,3.28,,1.61,,0.82,,0.7,0.2,,,,,1,class3,0.999
SV 7   ,Barbosa et al. 2004,3.4,3400,Sodic LP,71.27,0.19,16.46,1.7011701,0.39,0.04,2.53,5.44,1.71,0.08,,1.5240318,1.0688029,0.31433824,,,27,5,5,6,,,,144,465,11,142,11,,,611,,,,,,,,,,,,,,,,,,,,,,,,0.974,class2,0.889
SV 5   ,Barbosa et al. 2004,3.4,3400,Sodic LP,69.42,0.34,16.87,2.4932493,0.81,0.05,2.82,5.07,1.69,0.14,,1.658806,1.1028048,0.33333333,,,20,6,5,4,,,,59,648,13,233,13,,,741,,,,,,,,,,,,,,,,,,,,,,,,0.999,class10,0.659
,Compiled by Martin and Moyen (2002),2.836,2836,Sodic LP,64.91,0.57,16.97,4.8874887,1.54,0.03,4.34,4.51,1.53,0.13,,1.8698651,1.0001996,0.33924612,,,,,,,,,,35,260,11,154,11,,,705,,,,,,20.35,37.69,,17.89,4.17,1.13,3.58,,2.56,,1.5,,1.43,0.2,,,,,1,class7,0.972
,Compiled by Martin and Moyen (2002),2.8,2800,Sodic LP,61.25,0.79,16.67,5.8325833,2.29,,5.89,4.96,0.85,,,1.8359533,0.8423833,0.17137097,,,,,,,,,,2.5,418,,146,,,,595,5.3,0.6,,0.1,,26.9,47.4,,23.6,4.7,1.24,3.4,0.55,,,,,1.14,0.2,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),2.8,2800,Sodic LP,65.97,0.43,15.92,3.0873087,1.36,,5.21,5.18,0.51,,,1.7545326,0.8583789,0.0984556,,,,,,,,,,2,369,,117,,,,284,3.7,0.7,,0.1,,9,14,,4.64,,0.8,1,,,,,,0.2,,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),2.8,2800,Sodic LP,65.68,0.49,15.97,3.1053105,1.36,,5.56,3.86,0.98,,,2.1549443,0.9115198,0.25388601,,,,,,,,,,36,244,,,,,,921,4.4,0.7,,0.2,,10,14,,6,1.3,0.62,1.078441,0.16,,,,,0.38,0.06,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),2.75,2750,Sodic LP,65.7,0.46,15.4,3.9333933,2.38,0.08,3.07,4.45,1.75,0.14,,1.6711968,1.0407585,0.39325843,,8.5,70,110,14,59,55,100,,80,560,20,120,10,,6.1,730,4,0.7,,6.1,2.2,20.9,42,,17,3.02,0.7,2.1717931,0.3,,,,,0.76,0.13,,,,,1,class7,0.968
,Compiled by Martin and Moyen (2002),3.17,3170,Sodic LP,66.94,0.55,16.48,2.5721512,1.32,0.06,4.85,4.81,1.03,0.1,,1.8254669,0.9234451,0.21413721,,,,,,,,,,22,334,8,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.985,class0,0.991
,Compiled by Martin and Moyen (2002),3.14,3140,Sodic LP,66.41,0.42,15.99,4.0954095,1.39,0.07,3.78,4.03,2.07,0.12,,1.8026255,1.0156713,0.51364764,,,,,,,,,,74,277,13,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,class0,0.988
,Compiled by Martin and Moyen (2002),3.21,3210,Sodic LP,67.54,0.58,14.98,4.2832133,1.53,0.07,3.07,3.84,1.75,0.17,,1.8242831,1.0860272,0.45572917,,,,,,,,,,98,328,22,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987,class0,0.709
,Compiled by Martin and Moyen (2002),3.1,3100,Sodic LP,70.18,0.43,14.99,2.6341044,1.23,0.03,2.55,3.36,2.16,0.16,,1.9057666,1.1990012,0.64285714,,,,,,,,,,96,250,11,242,,,,1100,,,,,,40.5,79,,26,4.4,0.86,2.3513912,0.28,,,,0.14,0.48,0.1,,,,,1,class3,0.999
,Compiled by Martin and Moyen (2002),2.92,2920,Sodic LP,62.32,0.47,15.84,5.1361836,3.15,0.13,5.66,4,1.06,0.14,,2.0497496,0.8790759,0.265,,,,,,,,,,35,431,14,113,,,,560,,,,,,,34,,16.1,3.29,0.94,2.7071185,0.4,,,,,0.89,,,,,,1,class4,1
,Compiled by Martin and Moyen (2002),2.92,2920,Sodic LP,62.24,0.38,16.13,2.850045,1.62,0.03,4.42,4.33,1.13,0.11,,1.9325637,0.9845586,0.26096998,,,,,,,,,,28,475,11,240,,,,578,,,,,,,38.6,,14.9,2.25,0.84,1.8803333,0.28,,,,,0.52,,,,,,1,class4,1
,Compiled by Martin and Moyen (2002),2.87,2870,Sodic LP,63.58,0.69,14.97,8.3824842,2.69,0.02,4.95,3.2,0.9,0.02,,2.3996131,0.9823663,0.28125,,,,,,,,,,46,341,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,class5,1
,Compiled by Martin and Moyen (2002),2.87,2870,Sodic LP,62.64,0.59,16.6,5.9661386,2.02,0.1,3.54,4.88,1.57,0.24,,1.7065015,1.0269724,0.32172131,,,,,,,,,,76,322,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,class5,1
,Compiled by Martin and Moyen (2002),2.95,2950,Sodic LP,70.1,0.302,15.6,2.3582358,0.7,0.02,3.65,4.69,1.21,0.08,,1.7284828,0.9960558,0.25799574,,,,,,,,,,20,270,17,255,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,class0,0.999
,Compiled by Martin and Moyen (2002),2.95,2950,Sodic LP,69.6,0.398,15.8,2.610261,0.85,0.03,3.27,4.93,1.33,0.12,,1.6544551,1.0196466,0.26977688,,3.14,,8.5,,,,60,,48,292,17,201,20,,,400,,,,,,26.9,48,,13,2.06,0.57,,,,,,,0.29,0.04,,,,,0.844,class12,1
,Compiled by Martin and Moyen (2002),3.205,3205,Sodic LP,71.14,0.55,14.42,2.3030693,1.18,0.04,3.17,4.43,1.46,0.13,,1.6260452,0.9855171,0.32957111,,,27,2,111,,1,35,,56,195,26,299,15,,,385,,,,,,,,,,,,,,,,,,,,,,,,0.999,class10,0.945
,Compiled by Martin and Moyen (2002),3.7,3700,Sodic LP,66.46,0.43,15.76,4.2771197,1.22,0.05,4.04,4.25,1.53,0.13,,1.8224297,0.9854052,0.36,,,,14,,29,,,,91,277,16,142,15,,,197,,,,,,,66,,,,,,,,,,,,,,,,,0.999,class10,0.961
,Compiled by Martin and Moyen (2002),3.196,3196,Sodic LP,67.2,0.53,16.5,4.41,2.42,0.06,4.5,3.5,0.83,0.14,,2.4788683,1.1119893,0.23714286,,,,,,,,,,36,227,15,181,,,,246,,,,,,12.2,25.6,,12.1,2.41,0.755,2.09,,1.61,,0.786,,0.715,,,,,,0.918,class4,1
,Compiled by Martin and Moyen (2002),2.608,2608,Sodic LP,65.4,0.78,16.3,5.67,1.6,0.06,3.51,4.14,2.2,0.28,,1.773267,1.0466135,0.53140097,,8,64,,,,,83,,61,423,16,227,11.9,,,706,,,,0.14,,38.3,82,9.7,38.7,7.1,1.7,5.39,0.72,3.68,1.71,0.69,0.22,1.32,0.18,,,,,0.999,class7,1
